Date,Type,Description,Amount,Category,Payment Method,Status,Reference,Receipt URL,year,month,quarter,day_of_month,day_of_week,day_of_year,week_of_year,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end,days_since_epoch,days_from_start,days_to_end,month_sin,month_cos,day_of_week_sin,day_of_week_cos,day_of_year_sin,day_of_year_cos,is_business_day,business_day_of_month,season,is_spring,is_summer,is_fall,is_winter,amount_abs,amount_sign,is_income,is_expense,amount_log,amount_log_signed,amount_sqrt,amount_sqrt_signed,amount_squared,amount_cubed,amount_category,amount_percentile,amount_quartile,amount_rolling_mean_7d,amount_rolling_std_7d,amount_rolling_sum_7d,amount_rolling_min_7d,amount_rolling_max_7d,amount_rolling_volatility_7d,amount_rolling_mean_14d,amount_rolling_std_14d,amount_rolling_sum_14d,amount_rolling_min_14d,amount_rolling_max_14d,amount_rolling_volatility_14d,amount_rolling_mean_30d,amount_rolling_std_30d,amount_rolling_sum_30d,amount_rolling_min_30d,amount_rolling_max_30d,amount_rolling_volatility_30d,amount_expanding_mean,amount_expanding_std,amount_expanding_count,amount_zscore,amount_abs_zscore,amount_distance_from_mean,amount_distance_from_mean_abs,amount_cumulative_sum,amount_cumulative_abs_sum,running_balance,category_encoded,payment_method_encoded,status_encoded,type_encoded,category_frequency,category_frequency_pct,payment_method_frequency,payment_method_frequency_pct,status_frequency,status_frequency_pct,type_frequency,type_frequency_pct,is_pending,is_paid,is_received,category_is_unknown,category_is_software,category_is_fuel,category_is_meals_entertainment,category_is_office_supplies,category_is_travel,category_is_telephone,category_is_computer_equipment,category_is_supplies,category_is_training,payment_is_credit_card,payment_is_unknown,payment_is_bank_transfer,payment_is_other,payment_is_credit_car,amount_lag_1,amount_abs_lag_1,amount_lag_2,amount_abs_lag_2,amount_lag_3,amount_abs_lag_3,amount_lag_7,amount_abs_lag_7,days_since_last,days_since_last_capped,transaction_count_last_7d,transaction_count_last_30d,spending_velocity_7d,spending_velocity_30d,category_streak,payment_method_streak,days_since_same_category,days_since_same_payment,days_since_same_amount_range,category_running_total,category_running_count,amount_trend_3,amount_trend_7,amount_x_day_of_week,amount_x_month,amount_x_is_weekend,category_encoded_x_month,category_encoded_x_day_of_week
2024-08-16,Expense,Professional Association Dues,-195.0,professional_fees,credit_card,paid,IEEE,https://tmsappstorage.blob.core.windows.net/receipts/11009988-7766-5544-3322-110099887766.png,2024,8,3,16,4,229,33,0,0,0,0,0,19951,10,112,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.7157953492826642,-0.6983101158835584,1,12,Summer,0,1,0,0,195.0,-1.0,0,1,5.278114659230518,-5.278114659230518,13.96424004376894,-13.96424004376894,38025.0,-7414875.0,small,0.6259842519685039,Q3,170.26857142857142,812.9821519243943,1191.8799999999999,-312.45,2000.0,4.774704721507836,345.78636363636366,1173.7436803601774,3803.65,-399.0,3275.0,3.394418646290261,345.78636363636366,1173.7436803601774,3803.65,-399.0,3275.0,3.394418646290261,345.78636363636366,1173.7436803601774,11.0,-0.5101119677844693,0.5101119677844693,-540.7863636363636,540.7863636363636,3803.6500000000005,6746.349999999999,3803.6500000000005,13,3,0,0,3,2.3622047244094486,88,69.29133858267717,99,77.95275590551181,100,78.74015748031496,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-312.45,312.45,2000.0,2000.0,-29.99,29.99,3275.0,3275.0,1.0,1.0,7.0,30.0,1191.8799999999999,3803.65,1,1,-1,3,4,-195.0,1,-1097.5,50.333571428571425,780.0,1560.0,0.0,104,52
2024-08-17,Expense,Office Cleaning Supplies,-45.67,supplies,credit_card,paid,CVS Pharmacy,https://tmsappstorage.blob.core.windows.net/receipts/44332211-0099-8877-6655-443322110099.png,2024,8,3,17,5,230,33,1,0,0,0,0,19952,11,111,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-0.7277014757264236,-0.6858939875998223,0,13,Summer,0,1,0,0,45.67,-1.0,0,1,3.8431015599617244,-3.8431015599617244,6.757958271549182,-6.757958271549182,2085.7489,-95256.15226300001,micro,0.18503937007874016,Q1,186.14142857142858,806.5921048342541,1302.99,-312.45,2000.0,4.3332218465527585,313.165,1124.8115202153162,3757.98,-399.0,3275.0,3.5917536130005465,313.165,1124.8115202153162,3757.98,-399.0,3275.0,3.5917536130005465,313.165,1124.8115202153162,12.0,-0.3782403984712546,0.3782403984712546,-358.83500000000004,358.83500000000004,3757.9800000000005,6792.0199999999995,3757.9800000000005,17,3,0,0,5,3.937007874015748,88,69.29133858267717,99,77.95275590551181,100,78.74015748031496,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-195.0,195.0,-312.45,312.45,2000.0,2000.0,-156.78,156.78,1.0,1.0,7.0,30.0,1302.99,3757.98,1,2,-1,1,4,-45.67,1,133.38999999999996,-19.523928571428566,228.35000000000002,365.36,45.67,136,85
2024-08-18,Expense,Hardware Testing Tools,-234.99,hardware,credit_card,paid,Newegg,https://tmsappstorage.blob.core.windows.net/receipts/77665544-3322-1100-9988-776655443322.png,2024,8,3,18,6,231,33,1,0,0,0,0,19953,12,110,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-0.7393922635959241,-0.673274892250183,0,13,Summer,0,1,0,0,234.99,-1.0,0,1,5.463789431246498,-5.463789431246498,15.329383549249462,-15.329383549249462,55220.30010000001,-12976218.320499001,medium,0.6456692913385826,Q3,157.57142857142858,819.1743176196499,1103.0,-312.45,2000.0,5.198749069209019,270.99923076923073,1087.6032917571672,3522.99,-399.0,3275.0,4.013307671280127,270.99923076923073,1087.6032917571672,3522.99,-399.0,3275.0,4.013307671280127,270.99923076923073,1087.6032917571672,13.0,-0.5454266671538891,0.5454266671538891,-505.98923076923074,505.98923076923074,3522.9900000000007,7027.009999999999,3522.9900000000007,7,3,0,0,2,1.574803149606299,88,69.29133858267717,99,77.95275590551181,100,78.74015748031496,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-45.67,45.67,-195.0,195.0,-312.45,312.45,-35.0,35.0,1.0,1.0,7.0,30.0,1103.0,3522.99,1,3,-1,1,3,-234.99,1,-19.99500000000005,-96.23678571428572,1409.94,1879.92,234.99,56,42
2024-08-19,Income,Database Design & Setup,2100.0,Unknown,Unknown,received,New Startup,Unknown,2024,8,3,19,0,232,34,0,0,0,0,0,19954,13,109,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-0.7508642533989489,-0.6604565640279754,1,13,Summer,0,1,0,0,2100.0,1.0,1,0,7.650168700845001,7.650168700845001,45.8257569495584,45.8257569495584,4410000.0,9261000000.0,xlarge,0.8937007874015748,Q4,468.84285714285716,1085.1390140394346,3281.9,-312.45,2100.0,2.3145047375837295,401.64214285714286,1153.6186835024057,5622.99,-399.0,3275.0,2.8722550758642074,401.64214285714286,1153.6186835024057,5622.99,-399.0,3275.0,2.8722550758642074,401.64214285714286,1153.6186835024057,14.0,1.516575580423043,1.516575580423043,1698.357857142857,1698.357857142857,5622.990000000001,9127.009999999998,5622.990000000001,0,0,1,1,27,21.25984251968504,27,21.25984251968504,27,21.25984251968504,27,21.25984251968504,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-234.99,234.99,-45.67,45.67,-195.0,195.0,-78.9,78.9,1.0,1.0,7.0,30.0,3281.9,5622.99,1,1,5,5,5,7375.0,3,1072.8350000000003,78.09892857142853,0.0,16800.0,0.0,0,0
2024-08-20,Expense,Fuel Stop,-67.45,fuel,credit_card,paid,Chevron,https://tmsappstorage.blob.core.windows.net/receipts/00998877-6655-4433-2211-009988776655.png,2024,8,3,20,1,233,34,0,0,0,0,0,19955,14,108,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.7621140503891487,-0.6474427960827475,1,14,Summer,0,1,0,0,67.45,-1.0,0,1,4.226103551734458,-4.226103551734458,8.212794895770866,-8.212794895770866,4549.5025000000005,-306863.943625,small,0.2559055118110236,Q1,463.49142857142857,1088.0973779557994,3244.44,-312.45,2100.0,2.347610572453365,409.32428571428574,1149.8352367970897,5730.54,-399.0,3275.0,2.8091058286233506,370.3693333333333,1118.2335074090656,5555.54,-399.0,3275.0,3.019238923873464,370.3693333333333,1118.2335074090656,15.0,-0.3974740606934592,0.3974740606934592,-437.8193333333333,437.8193333333333,5555.540000000001,9194.46,5555.540000000001,5,3,0,0,9,7.086614173228346,88,69.29133858267717,99,77.95275590551181,100,78.74015748031496,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2100.0,2100.0,-234.99,234.99,-45.67,45.67,-29.99,29.99,1.0,1.0,7.0,30.0,3244.44,5555.54,1,1,13,2,4,-156.68,2,83.76999999999991,-50.62285714285716,67.45,539.6,0.0,40,5
2024-08-21,Expense,Equipment Calibration,-125.0,maintenance,credit_card,paid,TechCal Services,https://tmsappstorage.blob.core.windows.net/receipts/33221100-9988-7766-5544-332211009988.png,2024,8,3,21,2,234,34,0,0,0,0,0,19956,15,107,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.7731383255706026,-0.6342374393978054,1,15,Summer,0,1,0,0,125.0,-1.0,0,1,4.836281906951478,-4.836281906951478,11.180339887498949,-11.180339887498949,15625.0,-1953125.0,small,0.4645669291338583,Q2,159.92000000000002,860.6305546129148,1119.44,-312.45,2100.0,5.381631782221828,406.7692857142857,1151.0673510767451,5694.7699999999995,-399.0,3275.0,2.8297794142826547,339.40875,1087.3913840678524,5430.54,-399.0,3275.0,3.2037812344786407,339.40875,1087.3913840678524,16.0,-0.44829578984349944,0.44829578984349944,-464.40875,464.40875,5430.540000000001,9319.46,5430.540000000001,9,3,0,0,3,2.3622047244094486,88,69.29133858267717,99,77.95275590551181,100,78.74015748031496,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-67.45,67.45,2100.0,2100.0,-234.99,234.99,2000.0,2000.0,1.0,1.0,7.0,30.0,1119.44,5430.54,1,2,-1,1,1,-125.0,1,-1112.4999999999998,105.8257142857143,250.0,1000.0,0.0,72,18
2024-08-22,Expense,Office Phone System,-89.99,telephone,credit_card,paid,Vonage,https://tmsappstorage.blob.core.windows.net/receipts/66554433-2211-0099-8877-665544332211.png,2024,8,3,22,3,235,34,0,0,0,0,0,19957,16,106,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-0.7839338166829201,-0.620844401650647,1,16,Summer,0,1,0,0,89.99,-1.0,0,1,4.5107496103686,-4.5107496103686,9.486305919587455,-9.486305919587455,8098.200099999999,-728757.0269989999,small,0.40551181102362205,Q2,191.70000000000002,844.2315560713582,1341.9,-234.99,2100.0,4.403920480288775,428.8414285714286,1137.3083520911396,6003.780000000001,-312.45,3275.0,2.652048697533213,314.15000000000003,1058.0004000176464,5340.55,-399.0,3275.0,3.3678191947084075,314.15000000000003,1058.0004000176464,17.0,-0.41737886999045154,0.41737886999045154,-404.14000000000004,404.14000000000004,5340.550000000001,9409.449999999999,5340.550000000001,18,3,0,0,6,4.724409448818897,88,69.29133858267717,99,77.95275590551181,100,78.74015748031496,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-125.0,125.0,-67.45,67.45,2100.0,2100.0,-312.45,312.45,1.0,1.0,7.0,30.0,1341.9,5340.55,1,3,-1,1,1,-89.99,1,-11.27000000000001,11.568214285714303,269.96999999999997,719.92,0.0,144,54
2024-08-23,Expense,Backup Service Subscription,-15.99,software,credit_card,paid,Backblaze,https://tmsappstorage.blob.core.windows.net/receipts/99887766-5544-3322-1100-998877665544.png,2024,8,3,23,4,236,34,0,0,0,0,0,19958,17,105,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.7944973291665992,-0.6072676460566135,1,17,Summer,0,1,0,0,15.99,-1.0,0,1,2.8326249356838407,-2.8326249356838407,3.998749804626441,-3.998749804626441,255.6801,-4088.324799,micro,0.051181102362204724,Q1,217.27285714285716,833.2048538167608,1520.91,-234.99,2100.0,3.834831763034844,193.7707142857143,791.2383068375435,2712.79,-312.45,2100.0,4.083374052442544,295.8088888888889,1029.3565902508276,5324.5599999999995,-399.0,3275.0,3.4798027676493266,295.8088888888889,1029.3565902508276,18.0,-0.3520303390242834,0.3520303390242834,-311.7988888888889,311.7988888888889,5324.560000000001,9425.439999999999,5324.560000000001,16,3,0,0,15,11.811023622047244,88,69.29133858267717,99,77.95275590551181,100,78.74015748031496,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-89.99,89.99,-125.0,125.0,-67.45,67.45,-195.0,195.0,1.0,1.0,7.0,30.0,1520.91,5324.5599999999995,1,4,10,1,6,-444.98,3,54.50500000000001,-65.92714285714287,63.96,127.92,0.0,128,64
2024-08-24,Income,Performance Optimization,2750.0,Unknown,Unknown,received,HighTraffic Site,Unknown,2024,8,3,24,5,237,34,1,0,0,0,0,19959,18,104,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-0.8048257371083452,-0.593511190196115,0,18,Summer,0,1,0,0,2750.0,1.0,1,0,7.919719760924575,7.919719760924575,52.44044240850758,52.44044240850758,7562500.0,20796875000.0,xlarge,0.9330708661417323,Q4,616.6542857142857,1251.2934059185473,4316.58,-234.99,2750.0,2.0291651820260093,401.3978571428571,1035.7698990173635,5619.57,-312.45,2750.0,2.5804071461416247,424.97684210526313,1147.9166151339498,8074.5599999999995,-399.0,3275.0,2.7011274530804212,424.97684210526313,1147.9166151339498,19.0,2.0905829470177633,2.0905829470177633,2325.023157894737,2325.023157894737,8074.560000000001,12175.439999999999,8074.560000000001,0,0,1,1,27,21.25984251968504,27,21.25984251968504,27,21.25984251968504,27,21.25984251968504,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-15.99,15.99,-89.99,89.99,-125.0,125.0,-45.67,45.67,1.0,1.0,7.0,30.0,4316.58,8074.5599999999995,1,1,5,5,5,10125.0,4,1419.9950000000003,167.87321428571434,13750.0,22000.0,2750.0,0,0
2024-08-25,Expense,Client Entertainment Dinner,-156.78,entertainment,credit_card,paid,Morton's,https://tmsappstorage.blob.core.windows.net/receipts/22110099-8877-6655-4433-221100998877.png,2024,8,3,25,6,238,34,1,0,0,0,0,19960,19,103,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-0.8149159841660791,-0.5795791048257612,0,18,Summer,0,1,0,0,156.78,-1.0,0,1,5.061201657666944,-5.061201657666944,12.521182052825523,-12.521182052825523,24579.9684,-3853647.445752,small,0.547244094488189,Q3,627.8271428571428,1242.7415863017577,4394.79,-156.78,2750.0,1.9794327155819287,392.69928571428574,1040.2185719539484,5497.79,-312.45,2750.0,2.648893465802673,395.889,1124.8472403322853,7917.78,-399.0,3275.0,2.8413197647125465,395.889,1124.8472403322853,20.0,-0.47636033462869976,0.47636033462869976,-552.669,552.669,7917.780000000002,12332.22,7917.780000000002,3,3,0,0,4,3.149606299212598,88,69.29133858267717,99,77.95275590551181,100,78.74015748031496,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2750.0,2750.0,-15.99,15.99,-89.99,89.99,-234.99,234.99,1.0,1.0,7.0,30.0,4394.79,7917.78,1,1,-1,2,3,-156.78,1,-70.39499999999995,-36.65821428571431,940.6800000000001,1254.24,156.78,24,18
2024-08-26,Expense,Business Travel Hotel,-189.0,travel,credit_card,paid,Marriott,https://tmsappstorage.blob.core.windows.net/receipts/55443322-1100-9988-7766-554433221100.png,2024,8,3,26,0,239,35,0,0,0,0,0,19961,20,102,-0.8660254037844384,-0.5000000000000004,0.0,1.0,-0.8247650844733614,-0.5654755126737576,1,18,Summer,0,1,0,0,189.0,-1.0,0,1,5.247024072160486,-5.247024072160486,13.74772708486752,-13.74772708486752,35721.0,-6751269.0,small,0.6023622047244095,Q3,300.82714285714286,1081.4997736124635,2105.79,-189.0,2750.0,3.5950870767204917,384.835,1044.46574939425,5387.69,-312.45,2750.0,2.7140612194687335,368.03714285714284,1103.769674004241,7728.78,-399.0,3275.0,2.9990714128347635,368.03714285714284,1103.769674004241,21.0,-0.5048134382466719,0.5048134382466719,-557.0371428571428,557.0371428571428,7728.780000000002,12521.22,7728.780000000002,20,3,0,0,6,4.724409448818897,88,69.29133858267717,99,77.95275590551181,100,78.74015748031496,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-156.78,156.78,2750.0,2750.0,-15.99,15.99,2100.0,2100.0,1.0,1.0,7.0,30.0,2105.79,7728.78,1,2,15,1,1,-224.0,2,-1469.4999999999998,86.13499999999998,0.0,1512.0,0.0,160,0
2024-08-27,Expense,Office Desk Organizer,-34.99,home_office,credit_card,paid,Target,https://tmsappstorage.blob.core.windows.net/receipts/88776655-4433-2211-0099-887766554433.png,2024,8,3,27,1,240,35,0,0,0,0,0,19962,21,101,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.8343701235229537,-0.5512045872199277,1,19,Summer,0,1,0,0,34.99,-1.0,0,1,3.5832411220909393,-3.5832411220909393,5.915234568468101,-5.915234568468101,1224.3001000000002,-42838.26049900001,micro,0.12598425196850394,Q1,305.4642857142857,1079.7256703881956,2138.25,-189.0,2750.0,3.5347034690599175,384.4778571428571,1044.6193486269647,5382.69,-312.45,2750.0,2.716981821501425,349.71772727272725,1080.5906127842522,7693.79,-399.0,3275.0,3.0898937300411826,349.71772727272725,1080.5906127842522,22.0,-0.3688090158939752,0.3688090158939752,-384.70772727272725,384.70772727272725,7693.790000000002,12556.21,7693.790000000002,8,3,0,0,3,2.3622047244094486,88,69.29133858267717,99,77.95275590551181,100,78.74015748031496,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-189.0,189.0,-156.78,156.78,2750.0,2750.0,-67.45,67.45,1.0,1.0,7.0,30.0,2138.25,7693.79,1,3,-1,1,4,-34.99,1,60.89499999999998,-2.4564285714285585,34.99,279.92,0.0,64,8
2024-08-28,Expense,Professional Training Course,-299.0,training,credit_card,paid,LinkedIn Learning,https://tmsappstorage.blob.core.windows.net/receipts/11009988-7766-5544-3322-110099887766.png,2024,8,3,28,2,241,35,0,0,0,0,0,19963,22,100,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,-0.8437282590292712,-0.5367705514607103,1,20,Summer,0,1,0,0,299.0,-1.0,0,1,5.703782474656201,-5.703782474656201,17.291616465790582,-17.291616465790582,89401.0,-26730899.0,medium,0.6968503937007874,Q3,280.60714285714283,1093.2061080710305,1964.25,-299.0,2750.0,3.8958598734871908,220.26357142857142,947.29112291196,3083.69,-312.45,2750.0,4.300716259016776,321.51260869565215,1064.376365646772,7394.79,-399.0,3275.0,3.310527602524988,321.51260869565215,1064.376365646772,23.0,-0.6019531464396246,0.6019531464396246,-620.5126086956521,620.5126086956521,7394.790000000002,12855.21,7394.790000000002,19,3,0,0,5,3.937007874015748,88,69.29133858267717,99,77.95275590551181,100,78.74015748031496,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-34.99,34.99,-189.0,189.0,-156.78,156.78,-125.0,125.0,1.0,1.0,7.0,30.0,1964.25,7394.79,1,4,-1,1,10,-299.0,1,-55.00000000000004,-128.71535714285713,598.0,2392.0,0.0,152,38
2024-08-29,Income,Security Audit Services,1950.0,Unknown,Unknown,received,FinTech Startup,Unknown,2024,8,3,29,3,242,35,0,0,0,0,0,19964,23,99,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-0.8528367217694595,-0.522177676659508,1,21,Summer,0,1,0,0,1950.0,1.0,1,0,7.576097340623111,7.576097340623111,44.15880433163923,44.15880433163923,3802500.0,7414875000.0,xlarge,0.8543307086614174,Q4,572.0342857142857,1240.0013024436323,4004.2400000000002,-299.0,2750.0,2.167704512493114,381.8671428571428,1038.0555229364666,5346.139999999999,-299.0,2750.0,2.7183682659097093,389.36625000000004,1092.7668798446107,9344.79,-399.0,3275.0,2.806526964893877,389.36625000000004,1092.7668798446107,24.0,1.3841123419781076,1.3841123419781076,1560.63375,1560.63375,9344.79,14805.21,9344.79,0,0,1,1,27,21.25984251968504,27,21.25984251968504,27,21.25984251968504,27,21.25984251968504,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-299.0,299.0,-34.99,34.99,-189.0,189.0,-89.99,89.99,1.0,1.0,7.0,30.0,4004.2400000000002,9344.79,1,1,5,5,5,12075.0,5,992.4950000000002,-2.7942857142856785,5850.0,15600.0,0.0,0,0
2024-08-30,Expense,Fuel for Month,-245.89,fuel,credit_card,paid,BP,https://tmsappstorage.blob.core.windows.net/receipts/44332211-0099-8877-6655-443322110099.png,2024,8,3,30,4,243,35,0,0,0,0,0,19965,24,98,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.8616928164028521,-0.5074302810827518,1,22,Summer,0,1,0,0,245.89,-1.0,0,1,5.508942893303274,-5.508942893303274,15.680880077342598,-15.680880077342598,60461.89209999999,-14866974.648468997,medium,0.6692913385826772,Q3,539.1914285714286,1261.0376933360421,3774.34,-299.0,2750.0,2.3387569358754896,378.23214285714283,1040.3175860445292,5295.25,-299.0,2750.0,2.7504737650957765,363.95599999999996,1077.2769668203562,9098.9,-399.0,3275.0,2.9599098979556766,363.95599999999996,1077.2769668203562,25.0,-0.5550523291475544,0.5550523291475544,-609.846,609.846,9098.900000000001,15051.099999999999,9098.900000000001,5,3,0,0,9,7.086614173228346,88,69.29133858267717,99,77.95275590551181,100,78.74015748031496,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1950.0,1950.0,-299.0,299.0,-34.99,34.99,-15.99,15.99,1.0,1.0,7.0,30.0,3774.34,9098.9,1,1,10,2,2,-402.57,3,26.554999999999914,-174.4325,983.56,1967.12,0.0,40,20
2024-08-31,Expense,Month-end Office Supplies,-123.45,office_supplies,credit_card,paid,Walmart,https://tmsappstorage.blob.core.windows.net/receipts/77665544-3322-1100-9988-776655443322.png,2024,8,3,31,5,244,35,1,0,1,0,0,19966,25,97,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-0.8702939222685674,-0.49253272872205434,0,23,Summer,0,1,0,0,123.45,-1.0,0,1,4.823904028813601,-4.823904028813601,11.110805551354051,-11.110805551354051,15239.9025,-1881365.963625,small,0.44881889763779526,Q2,128.69857142857143,807.5874366578637,900.89,-299.0,1950.0,6.2750303106983605,372.6764285714286,1042.9598657416316,5217.47,-299.0,2750.0,2.7985667613580607,345.2096153846154,1059.830994570288,8975.45,-399.0,3275.0,3.0701085582146286,345.2096153846154,1059.830994570288,26.0,-0.4469270030462351,0.4469270030462351,-468.6596153846154,468.6596153846154,8975.45,15174.55,8975.45,11,3,0,0,6,4.724409448818897,88,69.29133858267717,99,77.95275590551181,100,78.74015748031496,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-245.89,245.89,1950.0,1950.0,-299.0,299.0,2750.0,2750.0,1.0,1.0,7.0,30.0,900.89,8975.45,1,2,21,1,5,-280.23,2,-1036.725,70.40000000000002,617.25,987.6,123.45,88,55
2024-09-01,Income,September Retainer,2000.0,Unknown,Unknown,received,MainClient,Unknown,2024,9,3,1,6,245,35,1,1,0,0,0,19967,26,96,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,-0.8786374941610001,-0.4774894280028391,0,1,Fall,0,0,1,0,2000.0,1.0,1,0,7.601402334583733,7.601402334583733,44.721359549995796,44.721359549995796,4000000.0,8000000000.0,xlarge,0.8740157480314961,Q4,436.81,1054.27125399491,3057.67,-299.0,2000.0,2.4135694100293263,532.3185714285714,1111.5849247798399,7452.46,-299.0,2750.0,2.088194897646919,406.4981481481482,1086.9497718316613,10975.45,-399.0,3275.0,2.6739353593205615,406.4981481481482,1086.9497718316613,27.0,1.428266754793086,1.428266754793086,1593.5018518518518,1593.5018518518518,10975.45,17174.55,10975.45,0,0,1,1,27,21.25984251968504,27,21.25984251968504,27,21.25984251968504,27,21.25984251968504,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-123.45,123.45,-245.89,245.89,1950.0,1950.0,-156.78,156.78,1.0,1.0,7.0,30.0,3057.67,10975.45,1,1,3,3,3,14075.0,6,1122.9450000000002,230.1139285714286,12000.0,18000.0,2000.0,0,0
2024-09-02,Expense,Business Networking Lunch,-75.5,entertainment,credit_card,paid,Capital Grille,https://tmsappstorage.blob.core.windows.net/receipts/00998877-6655-4433-2211-009988776655.png,2024,9,3,2,0,246,36,0,0,0,0,0,19968,27,95,-1.0,-1.8369701987210297e-16,0.0,1.0,-0.886721063082993,-0.46230483047981086,1,1,Fall,0,0,1,0,75.5,-1.0,0,1,4.33729074083249,-4.33729074083249,8.689073598491383,-8.689073598491383,5700.25,-430368.875,small,0.2992125984251969,Q2,453.0242857142857,1043.863841741459,3171.17,-299.0,2000.0,2.304211660740425,376.9257142857144,1024.200805827228,5276.960000000001,-299.0,2750.0,2.7172484312144087,389.2839285714286,1070.5135486448282,10899.95,-399.0,3275.0,2.7499556752145824,389.2839285714286,1070.5135486448282,28.0,-0.40458292115667077,0.40458292115667077,-464.7839285714286,464.7839285714286,10899.95,17250.05,10899.95,3,3,0,0,4,3.149606299212598,88,69.29133858267717,99,77.95275590551181,100,78.74015748031496,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2000.0,2000.0,-123.45,123.45,-245.89,245.89,-189.0,189.0,1.0,1.0,7.0,30.0,3171.17,10899.95,1,1,8,2,2,-232.28,2,23.975000000000033,85.82214285714288,0.0,679.5,0.0,27,0
2024-09-03,Expense,Software Documentation Tool,-25.99,software,credit_card,paid,Notion,https://tmsappstorage.blob.core.windows.net/receipts/33221100-9988-7766-5544-332211009988.png,2024,9,3,3,1,247,36,0,0,0,0,0,19969,28,94,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-0.8945422369764496,-0.4469834295196741,1,2,Fall,0,0,1,0,25.99,-1.0,0,1,3.295466427029913,-3.295466427029913,5.098038838612354,-5.098038838612354,675.4800999999999,-17555.727798999997,micro,0.10236220472440945,Q1,454.31,1043.1678909296752,3180.17,-299.0,2000.0,2.2961587702882946,379.8871428571429,1022.8761597004383,5318.420000000001,-299.0,2750.0,2.6925790433636556,374.96413793103454,1054.048076998921,10873.960000000001,-399.0,3275.0,2.811063700157873,374.96413793103454,1054.048076998921,29.0,-0.36086122158727907,0.36086122158727907,-400.95413793103455,400.95413793103455,10873.960000000001,17276.04,10873.960000000001,16,3,0,0,15,11.811023622047244,88,69.29133858267717,99,77.95275590551181,100,78.74015748031496,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-75.5,75.5,2000.0,2000.0,-123.45,123.45,-34.99,34.99,1.0,1.0,7.0,30.0,3180.17,10873.960000000001,1,2,11,1,7,-470.97,4,-1012.9949999999999,-35.21714285714285,25.99,233.91,0.0,144,16
